Transactionid,EMI Amt. (Rs.),Date,LID,Applicant Name,Repayment Type,AMOUNT RECEIVED,CF Amount,AMOUNT TO BE CF,Total Amount Due,STATUS,REMARKS
LOAP0280744319,3853,2021-10-09,#REF!,#REF!,#REF!,,,,,,
LOAP0289944323,2158,2021-10-09,#REF!,#REF!,#REF!,,,,,,
LOAP0300744331,3255,2021-10-09,#REF!,#REF!,#REF!,,,,,,
LOAP0299044334,1445,2021-10-09,#REF!,#REF!,#REF!,,,,,,
LOAP0297744337,1100,2021-10-09,#REF!,#REF!,#REF!,,,,,,
LOAP0311044351,5124,2021-10-09,#REF!,#REF!,#REF!,,,,,,
LOAP0320744363,2202,2021-10-09,#REF!,#REF!,#REF!,,,,,,
LOAP0323244365,2798,2021-10-09,#REF!,#REF!,#REF!,,,,,,
LOAP0327144368,1949,2021-10-09,#REF!,#REF!,#REF!,,,,,,
LOAP0266844309,3237,2021-10-10,#REF!,#REF!,#REF!,,,,,,
LOAP0266144310,2370,2021-10-10,#REF!,#REF!,#REF!,,,,,,
LOPL0011344313,2805,2021-10-10,#REF!,#REF!,#REF!,,,,,,
LOPL0011544365,3211,2021-10-10,#REF!,#REF!,#REF!,,,,,,
LOPL0011644368,2031,2021-10-10,#REF!,#REF!,#REF!,,,,,,
LOAP0297244330,4667,2021-10-11,#REF!,#REF!,#REF!,,,,,,
LOAP0324044368,2554,2021-10-11,#REF!,#REF!,#REF!,,,,,,
LOPL0011444334,3014,2021-10-12,#REF!,#REF!,#REF!,,,,,,
LOAN0251444334,1090,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0252344337,1086,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0252744337,1086,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0256744342,1089,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0257644345,1085,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0265144357,1088,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0267644357,1080,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0271644359,1077,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0270944359,1077,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0274444362,1007,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0274644362,1074,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAN0277444363,1105,2021-10-13,#REF!,#REF!,#REF!,,,,,,
LOAP0281244315,2544,2021-10-15,#REF!,#REF!,#REF!,,,,,,
LOAP0326744369,822,2021-10-18,#REF!,#REF!,#REF!,,,,,,
LOAN0256744342,1089,2021-10-20,#REF!,#REF!,#REF!,,,,,,
LOAN0257644345,1085,2021-10-20,#REF!,#REF!,#REF!,,,,,,
LOAN0265144357,1088,2021-10-20,#REF!,#REF!,#REF!,,,,,,
LOAN0267644357,1080,2021-10-20,#REF!,#REF!,#REF!,,,,,,
LOAN0271644359,1077,2021-10-20,#REF!,#REF!,#REF!,,,,,,
LOAN0270944359,1077,2021-10-20,#REF!,#REF!,#REF!,,,,,,
LOAN0277444363,1105,2021-10-20,#REF!,#REF!,#REF!,,,,,,
LOAP0268544319,2334,2021-10-27,#REF!,#REF!,#REF!,,,,,,
LOAP0291844326,3397,2021-10-27,#REF!,#REF!,#REF!,,,,,,
LOAP0292244326,3065,2021-10-27,#REF!,#REF!,#REF!,,,,,,
LOAP0307444345,2554,2021-10-27,#REF!,#REF!,#REF!,,,,,,
LOAN0265144357,1088,2021-10-27,#REF!,#REF!,#REF!,,,,,,
LOAP0313644356,708,2021-10-27,#REF!,#REF!,#REF!,,,,,,
LOAN0277444363,1105,2021-10-27,#REF!,#REF!,#REF!,,,,,,
LOAP0274644310,1836,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0281644315,3661,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0289144322,3397,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0286544322,2334,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0272244327,2197,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0298344330,2412,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0299344330,1296,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0299444330,2871,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0299944330,1814,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0297144330,1166,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0279344334,2033,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0301744338,2219,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0250544340,1925,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0304444341,4341,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0304744341,3907,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0309044349,2379,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0309544349,2163,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0315544358,1530,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0317044359,2192,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0318144362,1661,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0328244368,4013,2021-10-28,#REF!,#REF!,#REF!,,,,,,
LOAP0264144307,1140,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0266444309,1706,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0272044310,3674,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0274844310,1929,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0262144307,1282,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0263244307,1140,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0269744313,2557,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0279044313,2336,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0280044314,2684,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0286144320,2800,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0287444320,2299,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0234344322,849,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0290744323,1277,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0293344326,3661,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0221744327,2041,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0294244327,2601,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0295244328,1008,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0296944328,2375,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0297544330,1945,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0298644330,1006,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0301044333,3719,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0297844333,1146,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0301644337,2354,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0301844337,3213,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0302844337,3864,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0301344337,1962,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0248644338,2387,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0302244338,2178,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0302744338,2170,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0302644340,712,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0304144341,2566,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0306944344,993,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0307044344,3011,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0307144344,1418,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0307244345,2407,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0305744345,2165,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0308944349,2547,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0309344350,1405,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0310244351,3707,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0310444351,2013,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0310944351,2584,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0311844352,2046,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0311444354,1533,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0312944356,4087,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0313544356,956,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0313944356,2013,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0314944357,1297,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0313744357,1533,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0314744358,2976,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0313444358,3565,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0318544361,1774,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0319544362,2181,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0320444363,1002,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0318044364,4368,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0326444366,1845,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0322944368,2522,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0327944368,1286,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0329044368,2564,2021-10-29,#REF!,#REF!,#REF!,,,,,,
LOAP0269244309,3680,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0273044310,2758,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0273944310,1540,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0270744312,2562,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0276844313,1079,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0231444314,2336,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0224644319,3984,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0231344319,2369,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0247344319,4667,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0255644319,4201,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0283244319,2805,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0283744319,2584,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0284244319,4667,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0284344319,2584,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0284544319,4307,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0286244320,1830,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0282844319,4092,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0288944322,3267,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0289644322,4307,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0289544322,2554,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0253544322,3065,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0293544326,1132,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0298044337,3262,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0310044358,2197,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0314644359,1558,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0315344359,2547,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0316344359,7435,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0313844359,1405,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0316444361,2731,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0319044361,1776,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0319244361,1776,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0318344362,1637,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0320244362,1614,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0319344363,1772,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0320644363,1826,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0321444363,2880,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0320944364,2951,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0321944364,1622,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0322844365,2387,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0323544366,2529,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0324444366,2356,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0326344366,1608,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0323044366,2023,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0319444368,285,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0325544368,4173,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0327244368,4278,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0328944368,1123,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0326944369,2210,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0329244369,2060,2021-10-30,#REF!,#REF!,#REF!,,,,,,
LOAP0271444309,3255,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0265544309,1605,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0268244309,2852,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0268344309,2960,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0269044309,1416,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0270344309,2019,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0271344309,3210,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0266944310,1816,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0259944310,1929,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0272644310,1929,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0273844310,2571,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0274244310,2168,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0275144310,2571,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0275844312,2315,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0277944313,3077,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0272944312,1283,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0279844314,1597,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0280144314,2700,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0280644314,3517,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0276744312,2345,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0277744314,2311,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0281444315,2836,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0281744315,3237,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0248744319,2004,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0252644319,3607,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0283544319,4307,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0284044319,2605,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0284444319,3015,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0280844319,2692,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0284644320,2584,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0284844320,2204,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0287044320,3406,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0284144319,3506,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0288444322,2004,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0288744322,3065,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0290644323,4201,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0285344322,3607,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0286644322,2505,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0286344326,2928,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0291544326,2334,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0292144326,1415,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0292744326,3734,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0291144326,2046,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0202844327,3015,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0293644327,2830,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0282144328,3124,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0296144328,2421,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0296844328,3212,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0192344327,2427,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0300444331,2037,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0298144330,1949,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0298844330,2039,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0300844337,2177,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0303744340,3318,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0303244338,3262,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0305544342,2827,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0304044342,2015,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0306844345,1281,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0311544352,4667,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0312444355,4007,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0312744355,1245,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0314544357,1492,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0315244358,1953,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0316544359,3902,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0316744359,2742,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0317444361,2701,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0318644361,1324,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0318844361,1779,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0319144361,1186,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0317244362,3053,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0319944362,2698,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0320344362,1037,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0318444361,1779,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0318244362,4266,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0317544363,2542,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0321144364,2336,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0321844364,1078,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0322244364,1553,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0321544365,1218,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0323944366,2713,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0324744366,2004,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0324944366,2179,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0325044366,2255,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0325244366,4055,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0325344366,3268,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0326144366,1849,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0325444368,4047,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0325744368,4349,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0326544368,1847,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0326844368,7085,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0327444368,2226,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0327644368,3440,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0328044368,2718,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0322744368,3216,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0324344368,1847,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0328344368,1934,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0320044369,1962,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0329544369,642,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0330344369,3220,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0328744369,1606,2021-11-01,#REF!,#REF!,#REF!,,,,,,
LOAP0283944319,3106,2021-11-02,#REF!,#REF!,#REF!,,,,,,
LOAP0251644322,2154,2021-11-02,#REF!,#REF!,#REF!,,,,,,
LOAP0291044323,2004,2021-11-02,#REF!,#REF!,#REF!,,,,,,
LOAP0293444326,2554,2021-11-02,#REF!,#REF!,#REF!,,,,,,
LOAP0297644333,1974,2021-11-02,#REF!,#REF!,#REF!,,,,,,
LOAP0302344338,3265,2021-11-02,#REF!,#REF!,#REF!,,,,,,
LOAP0305144341,2212,2021-11-02,#REF!,#REF!,#REF!,,,,,,
LOAP0308244348,2685,2021-11-02,#REF!,#REF!,#REF!,,,,,,
LOAP0315944359,1461,2021-11-02,#REF!,#REF!,#REF!,,,,,,
LOAP0278144313,1156,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0281344315,3017,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0255344319,4307,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0293244326,2171,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0237844333,2336,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0307944348,993,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0311144351,2505,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0313044355,2705,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAN0265144357,1088,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAN0277444363,1105,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0319644363,2876,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0323144365,4038,2021-11-03,#REF!,#REF!,#REF!,,,,,,
LOAP0274444310,1847,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0280944315,3246,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0289344322,2154,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0306044343,1673,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0306344343,3255,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0309944350,4779,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0311344354,1725,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0315044358,2281,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0315644358,2419,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0318944361,1226,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0327544369,2220,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0327844369,925,2021-11-04,#REF!,#REF!,#REF!,,,,,,
LOAP0261344307,1064,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0263044307,1294,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0269944309,2290,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0267344309,1145,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0275444312,2319,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0270244312,1998,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0278044313,2316,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0279244313,998,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0261744314,1425,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0282044315,712,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0282244315,1786,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0282744319,4015,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0260844319,1418,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0288644322,2154,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0290344323,1277,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0291344323,1277,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0288544322,2154,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0199744322,1615,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0292544326,1464,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0292944326,2171,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0293144326,2154,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0295944328,2805,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0296644328,708,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0296744328,1132,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0294844327,2154,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0297444330,3230,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0300344331,2382,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0291244337,718,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0301544337,3287,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0304644341,2184,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0304944341,1936,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0309744349,1665,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0312544355,1298,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0313344356,3506,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0316244359,1987,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0322344365,1186,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0323444366,4375,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0326644368,5657,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0330444369,1940,2021-11-05,#REF!,#REF!,#REF!,,,,,,
LOAP0276044314,2574,2021-11-06,#REF!,#REF!,#REF!,,,,,,
LOAP0282344319,4320,2021-11-06,#REF!,#REF!,#REF!,,,,,,
LOAP0285644320,5530,2021-11-06,#REF!,#REF!,#REF!,,,,,,
